MINISTERIO DE DEFENSA NACIONAL,,,,,,,
POLICÍA NACIONAL,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,,,,,,,
GRUPO DE INFORMACION DE CRIMINALIDAD,,,,,,,
DELITO DE HOMICIDIOS ,,,,,,,
PERÍODO DEL 01 DE ENERO AL 31 DE OCTUBRE AÑO 2020,,,,,,,
DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
AMAZONAS,LETICIA (CT),91001000,ARMA BLANCA / CORTOPUNZANTE,4/16/2020,FEMENINO,ADULTOS,1
AMAZONAS,LETICIA (CT),91001000,ARMA BLANCA / CORTOPUNZANTE,4/22/2020,MASCULINO,ADULTOS,1
AMAZONAS,LETICIA (CT),91001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2020,FEMENINO,ADULTOS,1
AMAZONAS,LETICIA (CT),91001000,ARMA BLANCA / CORTOPUNZANTE,6/17/2020,MASCULINO,ADULTOS,1
AMAZONAS,LETICIA (CT),91001000,ARMA BLANCA / CORTOPUNZANTE,9/6/2020,FEMENINO,ADULTOS,1
AMAZONAS,LETICIA (CT),91001000,ARMA BLANCA / CORTOPUNZANTE,9/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ALEJANDRÍA,05021000,ARMA BLANCA / CORTOPUNZANTE,1/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,AMAGÁ,05030000,ARMA BLANCA / CORTOPUNZANTE,4/30/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,AMAGÁ,05030000,ARMA BLANCA / CORTOPUNZANTE,9/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,AMALFI,05031000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,AMALFI,05031000,ARMA BLANCA / CORTOPUNZANTE,4/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,AMALFI,05031000,ARMA BLANCA / CORTOPUNZANTE,9/20/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ANDES,05034000,ARMA BLANCA / CORTOPUNZANTE,1/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ANDES,05034000,ARMA BLANCA / CORTOPUNZANTE,1/28/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,ANDES,05034000,ARMA BLANCA / CORTOPUNZANTE,4/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ANDES,05034000,ARMA BLANCA / CORTOPUNZANTE,8/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ANDES,05034000,ARMA BLANCA / CORTOPUNZANTE,9/20/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ANDES,05034000,ARMA BLANCA / CORTOPUNZANTE,9/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ANDES,05034000,ARMA BLANCA / CORTOPUNZANTE,10/9/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,1/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,1/17/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,1/24/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,1/30/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,2/6/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,2/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,3/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,3/8/2020,FEMENINO,ADULTOS,3
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,3/8/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,3/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,3/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,4/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,4/29/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,5/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,5/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,5/14/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,5/30/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,6/9/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,05045000,ARMA BLANCA / CORTOPUNZANTE,7/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ARGELIA,05055000,ARMA BLANCA / CORTOPUNZANTE,3/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ARGELIA,05055000,ARMA BLANCA / CORTOPUNZANTE,3/8/2020,MASCULINO,MENORES,1
ANTIOQUIA,BARBOSA,05079000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,BARBOSA,05079000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,BARBOSA,05079000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,BARBOSA,05079000,ARMA BLANCA / CORTOPUNZANTE,7/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BARBOSA,05079000,ARMA BLANCA / CORTOPUNZANTE,7/16/2020,MASCULINO,MENORES,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/5/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/5/2020,MASCULINO,MENORES,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/7/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/17/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,1/29/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,2/8/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/7/2020,MASCULINO,MENORES,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,3/30/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/11/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,4/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/23/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/30/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,5/31/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,6/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,6/21/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,6/27/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,7/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/3/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/16/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,8/24/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,9/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,9/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,9/13/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/11/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,10/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,BETANIA,05091000,ARMA BLANCA / CORTOPUNZANTE,7/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,BURITICÁ,05113000,ARMA BLANCA / CORTOPUNZANTE,2/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,3/5/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,5/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,5/3/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,6/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,6/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,7/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,7/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,8/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,1/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,1/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,2/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,2/9/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,2/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,2/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,3/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA BLANCA / CORTOPUNZANTE,5/30/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAROLINA,05150000,ARMA BLANCA / CORTOPUNZANTE,5/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,3/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA BLANCA / CORTOPUNZANTE,5/24/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,1/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,2/13/2020,FEMENINO,ADULTOS,3
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,3/22/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,5/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA BLANCA / CORTOPUNZANTE,5/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,4/20/2020,MASCULINO,MENORES,1
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,7/21/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,9/13/2020,FEMENINO,ADULTOS,3
ANTIOQUIA,CISNEROS,05190000,ARMA BLANCA / CORTOPUNZANTE,9/13/2020,MASCULINO,ADULTOS,2
ANTIOQUIA,COCORNÁ,05197000,ARMA BLANCA / CORTOPUNZANTE,3/13/2020,FEMENINO,ADOLESCENTES,2
ANTIOQUIA,COCORNÁ,05197000,ARMA BLANCA / CORTOPUNZANTE,5/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COCORNÁ,05197000,ARMA BLANCA / CORTOPUNZANTE,5/20/2020,MASCULINO,MENORES,1
ANTIOQUIA,COCORNÁ,05197000,ARMA BLANCA / CORTOPUNZANTE,7/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COCORNÁ,05197000,ARMA BLANCA / CORTOPUNZANTE,10/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CONCEPCIÓN,05206000,ARMA BLANCA / CORTOPUNZANTE,4/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,2/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,05209000,ARMA BLANCA / CORTOPUNZANTE,3/24/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,1/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,3/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,3/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,3/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,3/21/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,4/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,4/9/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,4/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,4/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,4/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,5/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,5/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,5/8/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,8/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA BLANCA / CORTOPUNZANTE,9/22/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,DABEIBA,05234000,ARMA BLANCA / CORTOPUNZANTE,5/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,DABEIBA,05234000,ARMA BLANCA / CORTOPUNZANTE,9/27/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,DON MATÍAS,05237000,ARMA BLANCA / CORTOPUNZANTE,9/21/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EBÉJICO,05240000,ARMA BLANCA / CORTOPUNZANTE,2/29/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,3/15/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,5/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA BLANCA / CORTOPUNZANTE,5/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,2/21/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA BLANCA / CORTOPUNZANTE,10/22/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,5/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA BLANCA / CORTOPUNZANTE,8/14/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,2/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,2/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,2/5/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,3/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,3/15/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,3/27/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,4/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,4/27/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,5/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,5/21/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,6/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,7/21/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,10/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,2/24/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,3/1/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,GRANADA,05313000,ARMA BLANCA / CORTOPUNZANTE,10/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,5/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,05318000,ARMA BLANCA / CORTOPUNZANTE,5/26/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,GUATAPÉ,05321000,ARMA BLANCA / CORTOPUNZANTE,6/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,1/26/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,2/5/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,2/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,4/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,5/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,7/14/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,7/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,7/15/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,8/31/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,9/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,9/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,9/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,ITUANGO,05361000,ARMA BLANCA / CORTOPUNZANTE,9/22/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,JERICÓ,05368000,ARMA BLANCA / CORTOPUNZANTE,6/5/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,JERICÓ,05368000,ARMA BLANCA / CORTOPUNZANTE,6/15/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,1/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,1/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,7/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,7/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,LA UNIÓN,05400000,ARMA BLANCA / CORTOPUNZANTE,6/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,LIBORINA,05411000,ARMA BLANCA / CORTOPUNZANTE,10/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,FEMENINO,MENORES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/1/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/12/2020,FEMENINO,ADULTOS,3
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/13/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/14/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/14/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA BLANCA / CORTOPUNZANTE,1/15/2020,FEMENINO,ADULTOS,1
